Unnamed: 0,mra_D1_min,mra_D1_max,mra_D1_mean,mra_D1_sd,mra_D1_range,mra_D1_zero,mra_D2_min,mra_D2_max,mra_D2_mean,mra_D2_sd,mra_D2_range,mra_D2_zero,mra_D3_min,mra_D3_max,mra_D3_mean,mra_D3_sd,mra_D3_range,mra_D3_zero
33,-3.10987764689844e-09,6.820905256782221e-09,-3.03416466927531e-29,9.975523815035328e-11,9.930782903680661e-09,0,-6.90028018881564e-09,8.42806919293533e-09,-3.04400159792151e-29,1.82723284394668e-10,1.5328349381751e-08,0,-8.4202916973763e-09,1.32483118824109e-08,4.40732984920532e-29,3.21315481143372e-10,2.16686035797872e-08,0
34,-3.85513659674677e-09,7.3747639355546214e-09,-3.14390725593546e-29,1.03886668512966e-10,1.12299005323014e-08,0,-8.25073898482719e-09,1.05020611222687e-08,1.45830688721033e-28,2.05285524430432e-10,1.87528001070959e-08,0,-1.02932244104514e-08,1.70353258424815e-08,-4.84508889736516e-28,3.42146318788737e-10,2.73285502529329e-08,0
35,-5.27195463328792e-09,8.8848805818055e-09,-1.34405849814255e-28,1.22937803156224e-10,1.41568352150934e-08,0,-1.20531083380556e-08,2.14945884836191e-08,-9.17291539208792e-29,3.1397902200957503e-10,3.35476968216747e-08,0,-1.43777685192217e-08,2.01873663766192e-08,1.15265121674023e-28,3.59898366339709e-10,3.45651348958409e-08,0
36,-4.2696457473195e-09,8.80028396616958e-09,-3.12315491496757e-29,1.19362648846329e-10,1.30699297134891e-08,0,-1.06354640982038e-08,1.81835852201538e-08,-1.90299959135846e-28,2.97870902175056e-10,2.88190493183576e-08,0,-9.82314120081398e-09,1.3465589785598e-08,-1.28623294307569e-28,3.29242839130761e-10,2.32887309864119e-08,0
37,-1.26161525056304e-08,2.40683990325952e-08,-6.915700608480648e-29,2.19794597895501e-10,3.66845515382256e-08,0,-1.53365129715408e-08,2.51864348994475e-08,-1.1463272875427599e-28,3.85904587553015e-10,4.05229478709883e-08,0,-2.26632122439463e-08,2.09408900890708e-08,2.12484751332194e-28,5.05852465114685e-10,4.36041023330172e-08,0
38,-2.33423676764483e-08,3.95326350398679e-08,-5.01523563192097e-29,3.63000023290328e-10,6.28750027163162e-08,0,-3.05180607342519e-08,2.01512614854568e-08,1.04638540382309e-28,3.98968379980113e-10,5.06693222197087e-08,0,-4.43896798254916e-08,4.45648196002726e-08,-4.6810040030680095e-28,7.36953877639014e-10,8.89544994257642e-08,0
39,-1.79573596447148e-08,2.23750609335363e-08,-2.38974243785421e-28,2.71693245166787e-10,4.03324205782511e-08,0,-3.92914234755955e-08,2.17833886554719e-08,3.8764681223081798e-28,3.91555121839638e-10,6.10748121310675e-08,0,-5.33546277009287e-08,4.50716275862442e-08,1.58856442187691e-27,6.714444564033681e-10,9.84262552871729e-08,0
40,-5.92710744479158e-08,8.73828789464999e-08,1.3575178508020002e-27,1.8711471243961e-09,1.46653953394416e-07,9372,-5.56078497520591e-08,7.82277253227104e-08,-4.50827989266138e-27,3.12015789560698e-09,1.3383557507477e-07,9372,-5.24537985809313e-08,7.46766788913466e-08,7.50130799638928e-27,4.655525081901011e-09,1.27130477472278e-07,9372
41,-4.66651470701958e-08,5.89343587756806e-08,7.89830051754029e-28,1.8360275653091798e-09,1.05599505845876e-07,9332,-6.09048762658254e-08,9.19226972606104e-08,-3.2259888974741397e-28,3.1336466628008102e-09,1.52827573526436e-07,9332,-5.61530259914466e-08,6.03914846984697e-08,6.99705481739119e-27,4.24152964895433e-09,1.16544510689916e-07,9332
42,-4.84794073084529e-08,5.94253464614526e-08,7.042114270743919e-28,1.73848202610483e-09,1.07904753769906e-07,7814,-6.29757459350222e-08,9.39519537760199e-08,-1.21301337544155e-27,3.00114689373937e-09,1.56927699711042e-07,7814,-4.04386228141988e-08,6.34326448558506e-08,-2.66098687567596e-27,4.293607535636421e-09,1.03871267670049e-07,7814
43,-4.88087390922321e-08,5.67428118105515e-08,1.11322956585949e-27,1.82799240569506e-09,1.05551550902784e-07,10504,-5.06960649566051e-08,7.00197846312784e-08,3.42326684620546e-27,3.1961515200972803e-09,1.20715849587883e-07,10504,-5.43479934819569e-08,5.84530760599727e-08,-4.05990120774031e-27,4.31530707254707e-09,1.1280106954193e-07,10504
44,-8.0594968657849e-08,6.59185311965137e-08,1.1596836296369099e-27,1.8434594725557e-09,1.46513499854363e-07,8282,-7.21572631829095e-08,9.69047601112227e-08,2.96672540197027e-27,3.3086962677204103e-09,1.69062023294132e-07,8282,-8.06210675747482e-08,8.67650646994945e-08,2.95827319059869e-28,4.957713795762791e-09,1.67386132274243e-07,8282
45,-5.31268414728182e-08,7.52796800599672e-08,7.05844953264067e-28,1.72194196777229e-09,1.28406521532785e-07,7500,-6.6039757246946e-08,8.72456086140312e-08,-1.40591053804768e-27,3.15214813478918e-09,1.53285365860977e-07,7500,-9.14407764553728e-08,1.04249891881195e-07,9.58507334584699e-27,4.9255462342758e-09,1.95690668336567e-07,7500
46,-4.44548821530537e-08,5.37028651923511e-08,1.0574065820981e-27,1.8451878922312598e-09,9.81577473454048e-08,7430,-6.2522472728824e-08,8.40980932416395e-08,-1.51422601288803e-27,3.41118454235494e-09,1.46620565970463e-07,7430,-7.60943223095261e-08,8.77568426312973e-08,3.57097007282618e-27,4.42887224160555e-09,1.63851164940823e-07,7430
47,-5.08956254821566e-08,5.14735735766518e-08,8.626691064176719e-28,1.77834645688689e-09,1.02369199058808e-07,6882,-5.97610079507909e-08,8.41347792443232e-08,-1.19454528837024e-27,3.26323660959318e-09,1.43895787195114e-07,6882,-8.70841364679966e-08,8.73849213253307e-08,1.70916327168292e-26,4.61895469422933e-09,1.74469057793327e-07,6882
48,-3.50465848658605e-08,5.8675378107626e-08,1.86891828001256e-27,1.67717145125263e-09,9.37219629734865e-08,8300,-6.55349253634124e-08,7.2749613840752e-08,3.40742587087992e-27,3.20141348177252e-09,1.38284539204164e-07,8300,-5.97184212451019e-08,8.85574043756158e-08,-5.06721692750859e-27,4.185909292312241e-09,1.48275825620718e-07,8300
49,-3.93210259356849e-08,4.66147432678999e-08,-1.28108310026077e-29,1.6711028031125e-09,8.59357692035848e-08,8526,-7.5568385135611e-08,6.57764557503555e-08,-5.59658153661081e-28,3.05209277387563e-09,1.41344840885967e-07,8526,-5.91853249953662e-08,6.72173592202759e-08,-6.84815912002003e-27,4.24987936882057e-09,1.26402684215642e-07,8526
50,-3.86817510861483e-08,5.70955954820756e-08,8.50244144408522e-28,1.06540447367385e-09,9.57773465682239e-08,0,-4.92960470622994e-08,7.34083883798182e-08,-1.7687987270946698e-27,1.72469830686628e-09,1.22704435442118e-07,0,-4.48242171153419e-08,6.37582383538627e-08,6.59027547903387e-28,2.0695010250305e-09,1.08582455469205e-07,0
51,-3.24097335496532e-08,5.3015432229207e-08,-3.40899301137001e-28,9.22703569606003e-10,8.54251657788602e-08,0,-3.2876757504377e-08,4.92402983720574e-08,4.83015198211143e-28,1.29779924547045e-09,8.21170558764344e-08,0,-3.86226130351416e-08,4.26490536199911e-08,1.08263854973943e-27,1.56178185771375e-09,8.12716666551327e-08,0
52,-2.59923263285649e-08,4.69704033638775e-08,9.63953330908782e-29,7.556936591906011e-10,7.29627296924424e-08,0,-2.9272448320086e-08,3.80562466833343e-08,1.78553974830747e-27,1.16044977871355e-09,6.73286950034203e-08,0,-3.37334398867049e-08,4.93474936711999e-08,-4.64726724386867e-28,1.59150291094362e-09,8.30809335579048e-08,0
53,-7.94591929341641e-08,1.40560373039765e-07,-2.02013160047301e-28,9.88714667060916e-10,2.20019565973929e-07,0,-3.61456186793345e-08,5.60257311498224e-08,5.24979234723337e-28,1.19732346567153e-09,9.2171349829157e-08,0,-7.67465774669749e-08,1.20357176086985e-07,-9.85540922727793e-28,1.92920558582184e-09,1.9710375355396e-07,0
54,-4.78815004660177e-08,8.43375572681336e-08,-3.6189176633704892e-28,6.86238366080663e-10,1.32219057734151e-07,0,-4.98439869877329e-08,6.74044791523717e-08,1.5957619962311e-28,1.03593942012496e-09,1.17248466140105e-07,0,-4.39265491038888e-08,6.9987547806087e-08,-1.22930596138577e-27,1.46232932706424e-09,1.13914096909976e-07,0
55,-2.69368482831043e-08,3.49946736458975e-08,-3.5498923341636597e-28,6.128461960799651e-10,6.19315219290018e-08,0,-4.22650584111676e-08,5.17948744309331e-08,7.136633414622529e-28,9.76186679158335e-10,9.40599328421008e-08,0,-3.0892420994137e-08,4.76548709301073e-08,-1.61618425777228e-27,1.23697225975545e-09,7.85472919242443e-08,0
56,-4.25982636796858e-08,3.33950335099904e-08,-1.43181221656343e-28,6.07097838374212e-10,7.59932971896762e-08,0,-3.75553588344373e-08,5.40563002062848e-08,-8.40849848675595e-28,8.24190117836523e-10,9.16116590407222e-08,0,-2.39147995344449e-08,2.55174302311043e-08,-1.02089614601651e-27,9.8119785060759e-10,4.94322297655492e-08,0
57,-2.38803204570677e-08,3.68650231735212e-08,1.4584796412037496e-28,4.86242412661181e-10,6.07453436305889e-08,0,-2.44618377444528e-08,3.63954411142989e-08,6.18974368035954e-28,7.64676852305055e-10,6.08572788587517e-08,0,-1.31721339103735e-08,1.82893778244388e-08,-3.02020510551213e-27,8.893986073208931e-10,3.14615117348123e-08,0
58,-1.81327406947084e-08,2.52650084049958e-08,-4.00058390827847e-28,5.26689658176112e-10,4.33977490997042e-08,0,-3.48250868989665e-08,5.23612682788481e-08,1.49258218259205e-27,9.98168177360589e-10,8.71863551778146e-08,0,-3.95840504078526e-08,3.58112609933224e-08,1.09736760543738e-27,1.3583343718048e-09,7.5395311401175e-08,0
59,-1.82533055284501e-08,3.66388311422934e-08,-3.3770551011100197e-28,6.390773420878201e-10,5.48921366707435e-08,0,-3.34148247740089e-08,3.46688821962935e-08,1.73904340904299e-28,1.07209521267333e-09,6.80837069703024e-08,0,-3.34505577831269e-08,5.87474351576941e-08,1.64757982615993e-27,1.42805392738155e-09,9.2197992940821e-08,0
60,-2.01290577863041e-07,3.526038091047e-07,4.5830692969526e-28,4.2455269055958414e-09,5.53894386967741e-07,6742,-1.39922186135464e-07,2.12686251874641e-07,3.33982341896579e-27,4.19640656947151e-09,3.52608438010104e-07,6742,-9.47024891559226e-08,1.03519940466759e-07,-2.79950012128161e-27,3.19010809909377e-09,1.98222429622682e-07,6742
61,-2.00025940087238e-07,3.50389869976491e-07,7.34881203672755e-28,4.25694469833136e-09,5.50415810063729e-07,5864,-1.38955418319505e-07,2.11239911216924e-07,-6.7344417321613e-27,4.18617964011543e-09,3.5019532953643e-07,5864,-9.41190151672408e-08,1.02883316322488e-07,-3.05479838945723e-27,3.18835155981976e-09,1.97002331489729e-07,5864
62,-1.90032062715506e-07,3.32880115572971e-07,2.1096707564098e-27,4.07182124136435e-09,5.22912178288477e-07,5884,-1.31999240805722e-07,2.00693006720742e-07,-4.19812073755336e-27,4.0055578155765605e-09,3.32692247526464e-07,5884,-8.94246819133973e-08,9.77393784385694e-08,-4.6460678959476296e-27,3.06667310304927e-09,1.87164060351967e-07,5884
63,-1.75298465212078e-07,3.07058974892614e-07,-1.08736835965392e-27,3.76775760184986e-09,4.82357440104692e-07,5966,-1.21791913578362e-07,1.85144250177629e-07,-5.44948905341808e-27,3.7083322845177205e-09,3.06936163755992e-07,5966,-8.24203714716954e-08,9.00837192643029e-08,-4.85840543784791e-27,2.8619133052361702e-09,1.72504090735998e-07,5966
64,-1.73572405425373e-07,3.04031764420838e-07,1.6766832589808499e-28,3.65889835224988e-09,4.77604169846211e-07,6106,-1.20524280682343e-07,1.8326906616978e-07,-4.0581737746343385e-28,3.59821063040651e-09,3.03793346852123e-07,6106,-8.16123542057718e-08,8.91910065910465e-08,-8.54111841642128e-27,2.77323440362682e-09,1.70803360796818e-07,6106
65,-1.83109023836642e-07,3.20744047913366e-07,1.5467860821999299e-28,3.805155067746821e-09,5.03853071750008e-07,6336,-1.2719190201877e-07,1.93427842977317e-07,-7.060321866996519e-27,3.72721686882057e-09,3.20619744996087e-07,6336,-8.60514910520263e-08,9.40885870470289e-08,-1.06722331244221e-27,2.8709004857686e-09,1.80140078099055e-07,6336
66,-1.87307702423625e-07,3.28100606228535e-07,6.30304806045962e-29,3.83500564242089e-09,5.1540830865216e-07,6258,-1.30096006028242e-07,1.97808439859391e-07,-5.19872754386064e-27,3.755341187266281e-09,3.27904445887633e-07,6258,-8.80567193625343e-08,9.62667127097995e-08,5.44236472036876e-28,2.8921263217787503e-09,1.84323432072334e-07,6258
67,-1.89300649409373e-07,3.31589831556375e-07,4.7076420563788595e-28,3.88061766372058e-09,5.20890480965748e-07,6656,-1.3152690630974e-07,2.00005044832808e-07,1.24424449449744e-27,3.7825145249786e-09,3.31531951142548e-07,6656,-8.8964925740573e-08,9.72734095238134e-08,-1.98811204045224e-27,2.88850861100162e-09,1.86238335264386e-07,6656
68,-1.78692325350698e-07,3.13000323140014e-07,8.27384269447918e-28,3.767200624785e-09,4.91692648490712e-07,6956,-1.24119669704651e-07,1.88723986730995e-07,-2.25271207425015e-27,3.7056283819998605e-09,3.12843656435646e-07,6956,-8.40049450209893e-08,9.18246750223996e-08,-5.252514786725e-28,2.83394314081914e-09,1.75829620043389e-07,6956
69,-1.73684808137928e-07,3.04223732631296e-07,-2.60381318107154e-27,3.7717704416910214e-09,4.77908540769223e-07,6718,-1.20660453179843e-07,1.83443187075244e-07,-2.40789857463138e-27,3.69867005859923e-09,3.04103640255087e-07,6718,-8.1646223000836e-08,8.92421171289479e-08,-3.09945890905985e-29,2.81749634473563e-09,1.70888340129784e-07,6718
70,-8.80139598478431e-08,9.31579161378723e-08,1.03307096165786e-27,4.22948198479165e-09,1.81171875985715e-07,19072,-6.50540732256904e-08,8.44403348081999e-08,-4.21173871216413e-27,4.28196187684804e-09,1.4949440803389e-07,19072,-6.07938813941756e-08,6.3577161820357e-08,-1.54905629869698e-27,4.524495681101091e-09,1.24371043214533e-07,19072
71,-8.21345545466322e-08,9.53716601400555e-08,-7.49549381491312e-28,3.98103782785419e-09,1.77506214686688e-07,19194,-7.36335903831221e-08,1.06971344500162e-07,-1.51504115625826e-27,3.9004338170309105e-09,1.80604934883285e-07,19194,-6.60696968873224e-08,7.65943006294972e-08,9.34186971443874e-28,4.29856247380557e-09,1.4266399751682e-07,19194
72,-1.24056757502332e-07,9.80682636295943e-08,-1.05974113829509e-27,4.16802133704886e-09,2.22125021131926e-07,19284,-7.13732713447696e-08,8.8934348698796e-08,-6.30408597293614e-27,3.970300861089211e-09,1.60307620043566e-07,19284,-6.45127736927388e-08,9.28247265341262e-08,-5.8462159565146796e-27,4.704779380441331e-09,1.57337500226865e-07,19284
73,-1.25027398605276e-07,9.28676096742986e-08,-2.2126135301600398e-27,4.74066133654883e-09,2.17895008279575e-07,19058,-7.2283019855332e-08,9.95672849681649e-08,3.11360944069794e-27,4.91175821893588e-09,1.71850304823497e-07,19058,-7.34172601798071e-08,1.18275923429153e-07,-2.79376918112448e-27,5.588709702078211e-09,1.9169318360896e-07,19058
74,-1.20137304659972e-07,1.23875588831761e-07,3.10177358542768e-28,5.231261649431611e-09,2.44012893491734e-07,19100,-9.36255652601632e-08,1.22985705461943e-07,-8.29620619769867e-28,5.5164681293852206e-09,2.16611270722107e-07,19100,-1.10154053115632e-07,1.61940438666719e-07,-1.36721315375616e-27,6.55383233287199e-09,2.7209449178235e-07,19100
75,-1.15333415482362e-07,1.0155039944204e-07,-1.78953974436604e-27,5.472974900173431e-09,2.16883814924401e-07,18052,-1.05764494219425e-07,1.23685415119911e-07,-2.19678887243384e-27,5.58910638435173e-09,2.29449909339337e-07,18052,-9.19657701571705e-08,1.52324929904482e-07,-2.04435487662235e-27,6.3704168959675e-09,2.44290700061652e-07,18052
76,-1.18930665274645e-07,1.81334299228759e-07,-1.07711209063935e-27,5.436277613749531e-09,3.00264964503403e-07,17958,-1.11408429848503e-07,1.10911738234228e-07,-3.53499443144934e-28,5.399431350314981e-09,2.22320168082731e-07,17958,-8.3010872591576e-08,1.15034881977655e-07,-1.92677594518972e-27,5.764979078626811e-09,1.9804575456923e-07,17958
77,-1.04277197658765e-07,1.41808944102915e-07,1.21834459091148e-27,4.784945289678009e-09,2.4608614176168e-07,18052,-7.85580483248767e-08,1.27155651920522e-07,-4.28853298166153e-27,4.77012819964035e-09,2.05713700245399e-07,18052,-6.97806940888312e-08,1.0779194052398e-07,-1.75548797204947e-27,4.953420864161381e-09,1.77572634612811e-07,18052
78,-6.93938085814523e-08,1.01432806130789e-07,6.52881570307273e-28,4.068707500119461e-09,1.70826614712241e-07,18052,-7.58453107984853e-08,8.7081362431398e-08,7.23892832077299e-27,4.02438007082034e-09,1.62926673229883e-07,18052,-6.42016367338176e-08,6.24426316180138e-08,1.1403241177287e-27,4.32825842085433e-09,1.26644268351831e-07,18052
