,gradient_max,gradient_min,gradient_mean,gradient_stdev
0,179.99999999999997,0.0,0.23477979276536134,4.1537514495565295
1,179.99999999999997,0.0,0.2347797927710668,4.1537514495550685
2,179.99999999999997,0.0,0.23477979277082217,4.1537514495555525
3,179.99999999999994,0.0,0.2347797927725323,4.1537514495550365
4,179.99999999999994,0.0,0.23477979277248656,4.153751449554927
5,179.99999999999994,0.0,0.23477979277078062,4.15375144955504
6,179.99999999999994,0.0,0.2347797927687087,4.153751449555637
7,179.99999999999994,0.0,0.23477979277013658,4.153751449555374
8,179.99999999999994,0.0,0.23477979277112443,4.153751449555339
9,179.99999999999997,0.0,0.23477979277091793,4.153751449555312
10,179.99999997518077,0.0,0.23478340757199695,4.153750475405395
11,179.9999999825859,0.0,0.234783833624058,4.15375042739582
12,179.9999999724287,0.0,0.23478407155715186,4.153750394801793
13,179.99999996956444,0.0,0.23478544964448675,4.153750120414911
14,179.9999999727386,0.0,0.23478811256836787,4.153749691428406
15,179.9999999776676,0.0,0.23478729441435447,4.153749824586832
16,179.99999998161675,0.0,0.234790722695586,4.153748779858984
17,179.99999998353465,0.0,0.23478845332810533,4.153749455771312
18,179.9999999833331,0.0,0.23478761434396633,4.15374960913965
19,179.9999999796457,0.0,0.23478611149010656,4.1537499222649545
20,179.73233976960182,0.0,0.25434008152233956,4.152303051980306
21,179.5265003144741,0.0,0.2540480087443284,4.152291707525874
22,179.54858830571175,0.0,0.25491241861099534,4.1522091889649815
23,179.5294526219368,0.0,0.25455616880886983,4.152253486098954
24,179.4094375371933,0.0,0.25508681267327854,4.152257727361507
25,179.44192498922348,0.0,0.2551809903465455,4.152246825847209
26,179.6369273364544,0.0,0.2546180040458449,4.1523094286680395
27,179.46752434968948,0.0,0.2541795581477467,4.152290870711294
28,179.56810933351517,0.0,0.2536981553566376,4.1522863689620735
29,179.38160645961761,0.0,0.25419593127590917,4.152268627043061
30,179.88742638379335,0.0,0.31430218281680994,4.143406333745084
31,179.6979991197586,0.0,0.31477495929252747,4.1433619140992635
32,179.990135894157,0.0,0.31582274743821404,4.143491904980166
33,179.99697285238653,0.0,0.3150679637845127,4.143522680284122
34,179.99675524164923,0.0,0.3158333641508187,4.143413431559096
35,179.9893929278478,0.0,0.3170290825434631,4.143269173209772
36,179.9675254151225,0.0,0.31832098606160425,4.143284045455969
37,179.94309294223785,0.0,0.316977676296037,4.143421437429252
38,179.91033969819546,0.0,0.3155093405706712,4.143391070320946
39,179.86010000109673,0.0,0.31563908928289003,4.14343692690653
40,180.0,0.0,0.26305308836274494,4.151148276937845
41,180.0,0.0,0.2611546724107183,4.151336564011632
42,180.0,0.0,0.261861702062828,4.151312161442896
43,180.0,0.0,0.261555641593403,4.151362168703566
44,180.0,0.0,0.2616591870899016,4.151351915088346
45,179.98558708187193,0.0,0.2619008236566702,4.151335880131866
46,180.0,0.0,0.26231911629687893,4.151167212262923
47,180.0,0.0,0.2623774397921546,4.151092321718288
48,180.0,0.0,0.2621908627091279,4.151123296380867
49,180.0,0.0,0.26138323780783157,4.15127166895762
50,179.9999999999998,0.0,0.23477979295509518,4.153751449503905
51,179.99999999999972,0.0,0.23477979306217275,4.153751449453321
52,179.9999999999997,0.0,0.23477979315442493,4.153751449399336
53,179.99999999999955,0.0,0.23477979310929742,4.153751449424187
54,179.9999999999996,0.0,0.2347797930566449,4.153751449460445
55,179.99999999999963,0.0,0.23477979309166402,4.153751449429956
56,179.99999999999957,0.0,0.23477979305492752,4.153751449452926
57,179.99999999999955,0.0,0.2347797930355846,4.153751449461292
58,179.99999999999963,0.0,0.23477979309972033,4.153751449412376
59,179.99999999999986,0.0,0.2347797932920845,4.1537514492871805
60,261.2630996704102,0.0,8.513668049772866,5.858634872383939
61,259.1664123535156,0.0,5.473942893682919,5.281342452315806
62,257.6524505615234,0.0,5.358384204421237,5.29405700091259
63,249.27723693847662,0.0,5.34364314075801,5.104234411271744
64,240.4206466674805,0.0,5.382217213400858,4.8790488903605755
65,254.995361328125,0.0,5.4199447691949345,5.279044529384005
66,260.1462020874023,0.0,5.350990696050449,5.368535646662579
67,259.5267715454102,0.0,5.3690015668569595,5.36420955340783
68,258.1071166992188,0.0,5.389274141962219,5.319158314929416
69,256.2723541259766,0.0,5.401819151345738,5.2493688184860465
70,256.7785339355469,0.0,6.9519399937653965,5.409449901453153
71,258.8402481079102,0.0,7.170189963823585,5.437417398692646
72,257.2724380493164,0.0,7.106294717084163,5.483510193741554
73,257.3741073608398,0.0,7.094485792711315,5.45957493132211
74,257.6432495117188,0.0,6.945287087111668,5.51875737463371
75,258.0189590454102,0.0,6.854778818106352,5.501240080225799
76,258.3731689453125,0.0,7.124242478682448,5.4899896126602235
77,258.7543106079102,0.0,7.212307623597733,5.453786512917131
78,258.8664321899414,0.0,7.0098055907747865,5.475779370844017
79,258.9244613647461,0.0,6.9640649275787965,5.498295096540473
80,599.402633666993,0.0,15.388660800017792,19.899362487860802
81,637.484664916993,0.0,14.615574218454963,17.940938558203833
82,627.530807495117,0.0,14.403790139834474,17.915791545022646
83,637.990097045899,0.0,13.67678059929201,16.92198967476877
84,521.0035705566399,0.0,13.966128637787149,16.889482429261278
85,528.915252685547,0.0,14.86393847958716,18.33642612646142
86,627.229675292969,0.0,14.076322038856564,16.974595024649325
87,571.2277374267579,0.0,14.035064558620554,17.77204123830781
88,421.114776611329,0.0,13.907524982504556,17.02282216579906
89,583.248428344727,0.0,15.061524882953503,18.74191790839316
90,31023.5771484375,0.0,496.9722873472347,1126.5539492988098
91,31023.5771484375,0.0,496.9722873472347,1126.5539492988098
92,31023.5771484375,0.0,496.9722873472347,1126.5539492988098
93,31023.5771484375,0.0,496.9722873472347,1126.5539492988098
94,31023.5771484375,0.0,496.9722873472347,1126.5539492988098
95,31023.5771484375,0.0,496.9722873472347,1126.5539492988098
